"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.020099755E0,2.751746178E-1,3.589234129E-2,9.899705887E0,9.903594599E0
5.022464495E0,2.632105052E-1,3.589234129E-2,9.926026344E0,9.929580405E0
5.024829182E0,2.656033039E-1,3.589234129E-2,9.916455269E0,9.920076536E0
5.027193922E0,2.727817893E-1,4.067798331E-2,9.899705887E0,9.903546902E0
5.029558609E0,2.608176768E-1,4.785645381E-2,9.887741089E0,9.891296171E0
5.031923349E0,2.536391914E-1,3.349951655E-2,9.890133858E0,9.893442413E0
5.034288088E0,2.344966233E-1,4.067798331E-2,9.904491425E0,9.907350491E0
5.036652776E0,2.416750938E-1,6.460621208E-2,9.904491425E0,9.907650135E0
5.039017515E0,2.560320199E-1,3.589234129E-2,9.906884193E0,9.910257064E0
5.041382203E0,2.656033039E-1,4.067798331E-2,9.916455269E0,9.920095005E0
5.043746943E0,2.584248483E-1,4.307080805E-2,9.926026344E0,9.929483244E0
5.046111630E0,2.608176768E-1,4.067798331E-2,9.945169449E0,9.948672068E0
5.048476370E0,2.464607358E-1,2.153540403E-2,9.969097137E0,9.972166485E0
5.050841057E0,2.584248483E-1,1.914258115E-2,9.964311600E0,9.967680548E0
5.053205797E0,2.703889608E-1,2.871387079E-2,9.981060982E0,9.984764043E0
5.055570536E0,2.608176768E-1,1.196411345E-2,9.993025780E0,9.996436027E0
5.057935224E0,2.632105052E-1,3.589234129E-2,9.997811317E0,1.000133987E1
5.060299963E0,2.751746178E-1,4.307080805E-2,1.001456070E1,1.001843312E1
5.062664651E0,2.826521695E-1,4.307080805E-2,1.000977516E1,1.001385770E1
5.065029390E0,2.608176768E-1,5.024927482E-2,9.978668213E0,9.982202670E0
5.067394078E0,2.560320199E-1,3.828516230E-2,9.961918831E0,9.965281980E0
5.069758818E0,2.488535494E-1,4.307080805E-2,9.966704369E0,9.969903668E0
5.072123505E0,2.536391914E-1,2.392822690E-2,9.942776680E0,9.946040092E0
5.074488245E0,2.703889608E-1,3.589234129E-2,9.959526062E0,9.963260402E0
5.076852984E0,2.632105052E-1,4.307080805E-2,9.954740524E0,9.958312797E0
5.079217672E0,2.898306549E-1,2.153540403E-2,9.947562218E0,9.951806854E0
5.081582411E0,3.017947674E-1,2.392822690E-2,9.971489906E0,9.976084582E0
5.083947099E0,2.727817893E-1,0.000000000E0,9.983454704E0,9.987180670E0
5.086311838E0,2.751746178E-1,1.435693540E-2,1.000498962E1,1.000878337E1
5.088676526E0,2.826521695E-1,3.349951655E-2,1.001695347E1,1.002099652E1
5.091041265E0,2.922234535E-1,4.307080805E-2,1.000020409E1,1.000456553E1
5.093405953E0,2.727817893E-1,3.589234129E-2,9.981060982E0,9.984852352E0
5.095770693E0,2.874378264E-1,3.349951655E-2,9.966704369E0,9.970904608E0
5.098135380E0,2.751746178E-1,3.589234129E-2,9.957133293E0,9.960999586E0
5.100500120E0,2.703889608E-1,4.785645381E-2,9.947562218E0,9.951351391E0
5.102864859E0,2.727817893E-1,1.674975827E-2,9.945169449E0,9.948923853E0
5.105229547E0,2.727817893E-1,1.435693540E-2,9.923633575E0,9.927392375E0
5.107594286E0,2.608176768E-1,2.871387079E-2,9.926026344E0,9.929493911E0
5.109958974E0,2.922234535E-1,3.110669367E-2,9.928419113E0,9.932767402E0
5.112323713E0,2.922234535E-1,1.914258115E-2,9.909276962E0,9.913603326E0
5.114688401E0,2.775674164E-1,2.392822690E-2,9.906884193E0,9.910800707E0
5.117053140E0,2.970091105E-1,1.435693540E-2,9.933204651E0,9.937654410E0
5.119417880E0,2.826521695E-1,1.196411345E-2,9.933204651E0,9.937232513E0
5.121782568E0,2.898306549E-1,3.349951655E-2,9.933204651E0,9.937488549E0
5.124147307E0,2.994019389E-1,7.178467698E-3,9.916455269E0,9.920976673E0
5.126511995E0,2.970091105E-1,2.392822644E-3,9.909276962E0,9.913727354E0
5.128876734E0,2.874378264E-1,1.914258115E-2,9.911669731E0,9.915855172E0
5.131241422E0,2.922234535E-1,1.674975827E-2,9.914062500E0,9.918382447E0
5.133606161E0,2.727817893E-1,-2.392822644E-3,9.918848038E0,9.922598552E0
5.135970849E0,2.727817893E-1,7.178467698E-3,9.918848038E0,9.922600860E0
5.138335588E0,2.775674164E-1,9.571290575E-3,9.914062500E0,9.917951932E0
5.140700328E0,2.727817893E-1,1.196411345E-2,9.918848038E0,9.922605476E0
5.143065015E0,2.536391914E-1,2.632104978E-2,9.933204651E0,9.936477257E0
5.145429755E0,2.727817893E-1,2.392822644E-3,9.940383911E0,9.944126303E0
5.147794443E0,2.751746178E-1,-7.178467698E-3,9.916455269E0,9.920275082E0
5.150159182E0,2.679961324E-1,-9.571290575E-3,9.902098656E0,9.905729217E0
5.152523870E0,2.632105052E-1,1.914258115E-2,9.892526627E0,9.896046143E0
5.154888609E0,2.512463629E-1,1.435693540E-2,9.899705887E0,9.902903993E0
5.157253297E0,2.440679073E-1,1.435693540E-2,9.902098656E0,9.905116509E0
5.159618036E0,2.512463629E-1,-2.392822644E-3,9.909276962E0,9.912461873E0
5.161982724E0,2.632105052E-1,-9.571290575E-3,9.902098656E0,9.905600899E0
5.164347463E0,2.679961324E-1,0.000000000E0,9.902098656E0,9.905724593E0
5.166712203E0,2.656033039E-1,1.196411345E-2,9.937990189E0,9.941546019E0
5.169076890E0,2.512463629E-1,4.785645287E-3,9.940383911E0,9.943559722E0
5.171441630E0,2.440679073E-1,4.785645287E-3,9.949954987E0,9.952949125E0
5.173806318E0,2.608176768E-1,2.392822644E-3,9.961918831E0,9.965332828E0
5.176171057E0,2.560320199E-1,2.871387079E-2,9.959526062E0,9.962857836E0
5.178535745E0,2.273181528E-1,2.153540403E-2,9.957133293E0,9.959751038E0
5.180900484E0,2.249253243E-1,3.110669367E-2,9.945169449E0,9.947761275E0
5.183265172E0,2.560320199E-1,3.110669367E-2,9.923633575E0,9.926984606E0
5.185629911E0,2.560320199E-1,1.914258115E-2,9.887741089E0,9.891073889E0
5.187994651E0,2.512463629E-1,2.871387079E-2,9.851848602E0,9.855093612E0
5.190359338E0,2.464607358E-1,3.110669367E-2,9.808479309E0,9.811624579E0
5.192724078E0,2.536391914E-1,1.435693540E-2,9.779765129E0,9.783064190E0
5.195088765E0,2.536391914E-1,2.392822690E-2,9.758230209E0,9.761555318E0
5.197453505E0,2.560320199E-1,3.110669367E-2,9.729516029E0,9.732933894E0
5.199818193E0,2.679961324E-1,3.110669367E-2,9.705587387E0,9.709336542E0
5.202182932E0,2.512463629E-1,4.067798331E-2,9.710372925E0,9.713707931E0
5.204547620E0,2.512463629E-1,5.742774159E-2,9.705587387E0,9.709008663E0
5.206912359E0,2.488535494E-1,5.503492057E-2,9.696016312E0,9.699365404E0
5.209277099E0,2.297109663E-1,4.067798331E-2,9.684052467E0,9.686861928E0
5.211641786E0,2.225325108E-1,4.067798331E-2,9.691230774E0,9.693870709E0
5.214006526E0,2.225325108E-1,2.871387079E-2,9.693623543E0,9.696220016E0
5.216371213E0,2.153540403E-1,4.546362907E-2,9.686445236E0,9.688945537E0
5.218735953E0,2.225325108E-1,3.349951655E-2,9.676874161E0,9.679490506E0
5.221100640E0,2.368894368E-1,5.264209956E-2,9.657731056E0,9.660779314E0
5.223465380E0,2.464607358E-1,5.503492057E-2,9.669695854E0,9.672992797E0
5.225830068E0,2.344966233E-1,6.939185411E-2,9.660123825E0,9.663218729E0
5.228194807E0,2.440679073E-1,4.785645381E-2,9.636196136E0,9.639405343E0
5.230559495E0,2.344966233E-1,3.349951655E-2,9.645767212E0,9.648675349E0
5.232924234E0,2.488535494E-1,4.546362907E-2,9.631410599E0,9.634732230E0
5.235288974E0,2.536391914E-1,7.657032460E-2,9.605089188E0,9.608742590E0
5.237653661E0,2.464607358E-1,6.460621208E-2,9.600303650E0,9.603684034E0
5.240018401E0,2.632105052E-1,5.503492057E-2,9.609874725E0,9.613636193E0
5.242383088E0,2.464607358E-1,4.067798331E-2,9.617053032E0,9.620296597E0
5.244747828E0,2.488535494E-1,4.067798331E-2,9.607481956E0,9.610790411E0
5.247112515E0,2.584248483E-1,4.307080805E-2,9.583553314E0,9.587133702E0
5.249477255E0,2.488535494E-1,3.589234129E-2,9.581160545E0,9.584458970E0
5.251841943E0,2.632105052E-1,4.067798331E-2,9.595518112E0,9.599213630E0
5.254206682E0,2.775674164E-1,2.871387079E-2,9.617053032E0,9.621100622E0
5.256571422E0,2.560320199E-1,5.503492057E-2,9.638588905E0,9.642145888E0
5.258936109E0,2.416750938E-1,5.264209956E-2,9.660123825E0,9.663289831E0
5.261300849E0,2.464607358E-1,4.067798331E-2,9.648159981E0,9.651393092E0
5.263665536E0,2.464607358E-1,4.785645381E-2,9.636196136E0,9.639466226E0
5.266030276E0,2.751746178E-1,2.632104978E-2,9.605089188E0,9.609066145E0
5.268394963E0,2.799602449E-1,2.392822690E-2,9.605089188E0,9.609198125E0
5.270759703E0,2.826521695E-1,1.435693540E-2,9.614660263E0,9.618824790E0
5.273124390E0,2.703889608E-1,1.914258115E-2,9.621838570E0,9.625656034E0
5.275489130E0,2.632105052E-1,2.871387079E-2,9.602696419E0,9.606345963E0
5.277853870E0,2.775674164E-1,2.392822690E-2,9.588339806E0,9.592386380E0
5.280218557E0,2.826521695E-1,2.632104978E-2,9.581160545E0,9.585365014E0
5.282583297E0,2.775674164E-1,1.914258115E-2,9.595518112E0,9.599550924E0
5.284947984E0,2.632105052E-1,-4.785645287E-3,9.614660263E0,9.618263598E0
5.287312724E0,2.703889608E-1,-1.914258115E-2,9.602696419E0,9.606521490E0
5.289677411E0,2.727817893E-1,-4.785645287E-3,9.600303650E0,9.604179454E0
5.292042151E0,2.751746178E-1,7.178467698E-3,9.595518112E0,9.599465633E0
5.294406838E0,2.512463629E-1,4.785645287E-3,9.621838570E0,9.625119485E0
5.296771578E0,2.608176768E-1,4.785645287E-3,9.617053032E0,9.620590303E0
5.299136318E0,2.608176768E-1,2.392822644E-3,9.576375008E0,9.579926402E0
5.301501005E0,2.679961324E-1,4.785645287E-3,9.540482521E0,9.544247040E0
5.303865745E0,2.608176768E-1,9.571290575E-3,9.523733139E0,9.527308664E0
5.306230432E0,2.536391914E-1,-2.392822644E-3,9.538089752E0,9.541461874E0
5.308595172E0,2.656033039E-1,-9.571290575E-3,9.521340370E0,9.525049038E0
5.310959859E0,2.799602449E-1,-1.674975827E-2,9.502198219E0,9.506336271E0
5.313324599E0,2.751746178E-1,-4.785645287E-3,9.514162064E0,9.518141822E0
5.315689338E0,2.922234535E-1,1.674975827E-2,9.506983757E0,9.511488593E0
5.318054026E0,2.946162820E-1,4.785645381E-2,9.516554832E0,9.521234420E0
5.320418765E0,2.850449979E-1,1.435693540E-2,9.518947601E0,9.523225305E0
5.322783453E0,2.898306549E-1,-1.435693540E-2,9.506983757E0,9.511411467E0
5.325148193E0,2.970091105E-1,0.000000000E0,9.483055115E0,9.487705135E0
5.327512880E0,2.922234535E-1,2.392822644E-3,9.475876808E0,9.480381931E0
5.329877620E0,2.751746178E-1,-1.435693540E-2,9.451948166E0,9.455963797E0
5.332242307E0,2.608176768E-1,-1.914258115E-2,9.442377090E0,9.445997958E0
5.334607047E0,2.679961324E-1,-9.571290575E-3,9.404091835E0,9.407914582E0
5.336971734E0,2.703889608E-1,-4.785645287E-3,9.365806580E0,9.369710026E0
5.339336474E0,2.560320199E-1,4.785645287E-3,9.356235504E0,9.359739211E0
5.341701213E0,2.632105052E-1,-4.785645287E-3,9.327521324E0,9.331235541E0
5.344065901E0,2.464607358E-1,-1.196411345E-2,9.313164711E0,9.316432953E0
5.346430640E0,2.608176768E-1,-4.785645287E-3,9.284450531E0,9.288114471E0
5.348795328E0,2.751746178E-1,-9.571290575E-3,9.272486687E0,9.276573831E0
5.351160068E0,2.874378264E-1,0.000000000E0,9.257830620E0,9.262291741E0
5.353524755E0,2.775674164E-1,2.392822644E-3,9.267701149E0,9.271857095E0
5.355889495E0,2.775674164E-1,4.785645287E-3,9.279664993E0,9.283816508E0
5.358254182E0,2.656033039E-1,0.000000000E0,9.284450531E0,9.288248854E0
5.360618922E0,2.994019389E-1,9.571290575E-3,9.262915611E0,9.267758022E0
5.362983609E0,2.994019389E-1,-4.785645287E-3,9.277272224E0,9.282103444E0
5.365348349E0,2.826521695E-1,-2.153540403E-2,9.305986404E0,9.310302840E0
5.367713088E0,2.703889608E-1,-1.196411345E-2,9.317950249E0,9.321880184E0
5.370077776E0,2.679961324E-1,-9.571290575E-3,9.298808098E0,9.302674109E0
5.372442515E0,2.751746178E-1,1.435693540E-2,9.274879456E0,9.278971716E0
5.374807203E0,2.946162820E-1,7.178467698E-3,9.270093918E0,9.274777169E0
5.377171943E0,2.850449979E-1,-1.435693540E-2,9.279664993E0,9.284052949E0
5.379536630E0,2.751746178E-1,2.392822644E-3,9.298808098E0,9.302879062E0
5.381901370E0,2.751746178E-1,-7.178467698E-3,9.272486687E0,9.276571670E0
5.384266057E0,2.799602449E-1,-7.178467698E-3,9.255437851E0,9.259673811E0
5.386630797E0,2.898306549E-1,-9.571290575E-3,9.248259544E0,9.252804873E0
5.388995536E0,2.922234535E-1,-7.178467698E-3,9.243474007E0,9.248094819E0
5.391360224E0,2.826521695E-1,-1.914258115E-2,9.221938133E0,9.226288616E0
5.393724963E0,2.799602449E-1,-1.196411345E-2,9.188439369E0,9.192711184E0
5.396089651E0,2.727817893E-1,0.000000000E0,9.150154114E0,9.154219257E0
5.398454390E0,2.850449979E-1,-2.392822644E-3,9.145368576E0,9.149809985E0
5.400819078E0,2.994019389E-1,-9.571290575E-3,9.147761345E0,9.152664681E0
5.403183818E0,2.994019389E-1,2.392822644E-3,9.174081802E0,9.178966400E0
5.405548557E0,2.799602449E-1,-9.571290575E-3,9.162117958E0,9.166399229E0
5.407913245E0,2.799602449E-1,-1.674975827E-2,9.157332420E0,9.161626239E0
5.410277984E0,2.898306549E-1,-2.392822690E-2,9.128618240E0,9.133249441E0
5.412642672E0,2.970091105E-1,-1.914258115E-2,9.131011009E0,9.135860272E0
5.415007411E0,2.656033039E-1,-1.435693540E-2,9.138189316E0,9.142059681E0
5.417372099E0,2.826521695E-1,-1.914258115E-2,9.128618240E0,9.133013176E0
5.419736838E0,2.775674164E-1,-9.571290575E-3,9.095118523E0,9.099358011E0
5.422101526E0,2.898306549E-1,7.178467698E-3,9.064012527E0,9.068647994E0
5.424466265E0,3.065803945E-1,7.178467698E-3,9.073583603E0,9.078764369E0
5.426831005E0,2.850449979E-1,1.674975827E-2,9.087940216E0,9.092424791E0
5.429195693E0,3.065803945E-1,9.571290575E-3,9.121439934E0,9.126595730E0
5.431560432E0,2.946162820E-1,0.000000000E0,9.090332985E0,9.095105966E0
5.433925120E0,2.946162820E-1,1.196411345E-2,9.059226990E0,9.064024247E0
5.436289859E0,2.994019389E-1,-7.178467698E-3,9.071190834E0,9.076133329E0
5.438654547E0,2.799602449E-1,9.571290575E-3,9.068798065E0,9.073123370E0
5.441019286E0,2.874378264E-1,4.785645287E-3,9.061619759E0,9.066178691E0
5.443383974E0,3.089732230E-1,0.000000000E0,9.016156197E0,9.021448720E0
5.445748713E0,2.874378264E-1,9.571290575E-3,8.989834785E0,8.994433922E0
5.448113401E0,2.679961324E-1,0.000000000E0,8.992227554E0,8.996220224E0
5.450478140E0,2.608176768E-1,1.196411345E-2,9.004191399E0,9.007976007E0
5.452842828E0,2.826521695E-1,1.914258115E-2,9.025727272E0,9.030172284E0
5.455207568E0,2.656033039E-1,2.871387079E-2,8.999405861E0,9.003370227E0
5.457572307E0,2.799602449E-1,2.632104978E-2,8.997013092E0,9.001406285E0
5.459936995E0,2.727817893E-1,2.871387079E-2,8.997013092E0,9.001193197E0
5.462301734E0,2.751746178E-1,2.392822690E-2,9.006584167E0,9.010818609E0
5.464666422E0,2.512463629E-1,1.196411345E-2,9.004191399E0,9.007703959E0
5.467031161E0,2.560320199E-1,3.589234129E-2,9.013762474E0,9.017469412E0
5.469395849E0,2.656033039E-1,4.067798331E-2,9.008976936E0,9.012983149E0
5.471760588E0,2.608176768E-1,3.349951655E-2,8.994620323E0,8.998463360E0
5.474125328E0,2.656033039E-1,9.571290575E-3,8.956335068E0,8.960277594E0
5.476490015E0,2.584248483E-1,-4.785645287E-3,8.963513374E0,8.967239169E0
5.478854755E0,2.584248483E-1,4.785645287E-3,8.968298912E0,8.972022720E0
5.481219443E0,2.440679073E-1,9.571290575E-3,8.963513374E0,8.966840735E0
5.483584182E0,2.416750938E-1,1.914258115E-2,8.958727837E0,8.962007461E0
5.485948870E0,2.153540403E-1,9.571290575E-3,8.970691681E0,8.973281351E0
5.488313609E0,2.321037948E-1,7.178467698E-3,9.006584167E0,9.009577241E0
5.490678297E0,2.368894368E-1,2.392822690E-2,9.023334503E0,9.026475210E0
5.493043036E0,2.512463629E-1,2.153540403E-2,9.028120041E0,9.031641046E0
5.495407724E0,2.416750938E-1,3.110669367E-2,9.023334503E0,9.026623955E0
5.497772463E0,2.488535494E-1,2.392822690E-2,8.997013092E0,9.000485833E0
5.500137203E0,2.608176768E-1,2.153540403E-2,9.008976936E0,9.012777323E0
5.502501890E0,2.464607358E-1,7.178467698E-3,9.013762474E0,9.017134155E0
5.504866630E0,2.344966233E-1,7.178467698E-3,8.985049248E0,8.988111603E0
5.507231318E0,2.344966233E-1,-7.178467698E-3,8.987442017E0,8.990503556E0
5.509596057E0,2.416750938E-1,2.392822644E-3,8.989834785E0,8.993083011E0
5.511960745E0,2.464607358E-1,1.914258115E-2,8.992227554E0,8.995624810E0
5.514325484E0,2.416750938E-1,2.153540403E-2,8.973084450E0,8.976364251E0
5.516690224E0,2.392822653E-1,1.196411345E-2,8.946763992E0,8.949971233E0
5.519054911E0,2.679961324E-1,2.153540403E-2,8.906085968E0,8.910143263E0
5.521419651E0,2.536391914E-1,3.110669367E-2,8.901300430E0,8.904967704E0
5.523784338E0,2.344966233E-1,3.110669367E-2,8.946763992E0,8.949890627E0
5.526149078E0,2.368894368E-1,3.110669367E-2,8.992227554E0,8.995401082E0
5.528513765E0,2.368894368E-1,3.110669367E-2,9.013762474E0,9.016928422E0
5.530878505E0,2.416750938E-1,3.110669367E-2,9.040083885E0,9.043367245E0
5.533243193E0,2.440679073E-1,1.914258115E-2,9.011369705E0,9.014694645E0
5.535607932E0,2.440679073E-1,2.632104978E-2,8.975478172E0,8.978834577E0
5.537972620E0,2.464607358E-1,1.435693540E-2,8.941978455E0,8.945385833E0
5.540337359E0,2.368894368E-1,2.392822690E-2,8.925228119E0,8.928403337E0
5.542702099E0,2.321037948E-1,1.196411345E-2,8.927620888E0,8.930645555E0
5.545066786E0,2.416750938E-1,2.153540403E-2,8.891729355E0,8.895039154E0
5.547431526E0,2.344966233E-1,2.871387079E-2,8.877371788E0,8.880514795E0
5.549796213E0,2.608176768E-1,3.110669367E-2,8.851051331E0,8.854947947E0
5.552160953E0,2.464607358E-1,3.589234129E-2,8.819944382E0,8.823460208E0
5.554525640E0,2.488535494E-1,3.110669367E-2,8.803194046E0,8.806765645E0
5.556890380E0,2.512463629E-1,5.264209956E-2,8.791230202E0,8.794977225E0
5.559255068E0,2.656033039E-1,4.785645381E-2,8.796015739E0,8.800155012E0
5.561619807E0,2.560320199E-1,4.067798331E-2,8.812766075E0,8.816578304E0
5.563984547E0,2.512463629E-1,3.828516230E-2,8.815158844E0,8.818821686E0
5.566349234E0,2.560320199E-1,4.785645287E-3,8.831908226E0,8.835619854E0
5.568713974E0,2.584248483E-1,1.914258115E-2,8.846264839E0,8.850059403E0
5.571078661E0,2.512463629E-1,2.392822690E-2,8.855836868E0,8.859432484E0
5.573443401E0,2.656033039E-1,1.196411345E-2,8.853444099E0,8.857435333E0
5.575808088E0,2.392822653E-1,2.153540403E-2,8.851051331E0,8.854311347E0
5.578172828E0,2.344966233E-1,3.110669367E-2,8.860622406E0,8.863779426E0
5.580537515E0,2.249253243E-1,3.110669367E-2,8.851051331E0,8.853963445E0
5.582902255E0,2.392822653E-1,9.571290575E-3,8.817551613E0,8.820802915E0
5.585266943E0,2.464607358E-1,1.196411345E-2,8.772088051E0,8.775557806E0
5.587631682E0,2.560320199E-1,1.196411345E-2,8.769695282E0,8.773440082E0
5.589996422E0,2.536391914E-1,0.000000000E0,8.803194046E0,8.806847237E0
5.592361109E0,2.488535494E-1,3.110669367E-2,8.839086533E0,8.842643634E0
5.594725849E0,2.608176768E-1,1.196411345E-2,8.851051331E0,8.854901392E0
5.597090536E0,2.656033039E-1,1.196411345E-2,8.858229637E0,8.862218715E0
5.599455276E0,2.799602449E-1,1.435693540E-2,8.851051331E0,8.855489457E0
5.601819963E0,2.775674164E-1,0.000000000E0,8.872586250E0,8.876926858E0
5.604184703E0,2.826521695E-1,9.571290575E-3,8.879764557E0,8.884267130E0
5.606549390E0,2.656033039E-1,0.000000000E0,8.891729355E0,8.895695365E0
5.608914130E0,2.775674164E-1,1.674975827E-2,8.908478737E0,8.912817603E0
5.611278870E0,2.703889608E-1,1.435693540E-2,8.906085968E0,8.910201097E0
5.613643557E0,2.751746178E-1,9.571290575E-3,8.896514893E0,8.900774681E0
5.616008297E0,2.632105052E-1,0.000000000E0,8.882157326E0,8.886056410E0
5.618372984E0,2.703889608E-1,1.196411345E-2,8.874979019E0,8.879105018E0
5.620737724E0,2.850449979E-1,-7.178467698E-3,8.896514893E0,8.901083047E0
5.623102411E0,2.775674164E-1,-9.571290575E-3,8.910871506E0,8.915198611E0
5.625467151E0,2.679961324E-1,-4.785645287E-3,8.906085968E0,8.910118523E0
5.627831890E0,2.751746178E-1,4.785645287E-3,8.925228119E0,8.929470362E0
5.630196578E0,2.898306549E-1,-9.571290575E-3,8.968298912E0,8.972986058E0
5.632561318E0,3.089732230E-1,-7.178467698E-3,8.989834785E0,8.995145660E0
5.634926005E0,2.994019389E-1,1.435693540E-2,9.008976936E0,9.013962119E0
5.637290745E0,3.017947674E-1,1.674975827E-2,9.044869423E0,9.049918426E0
5.639655432E0,2.898306549E-1,-4.785645287E-3,9.049654961E0,9.054296197E0
5.642020172E0,2.775674164E-1,2.392822644E-3,9.030512810E0,9.034777861E0
5.644384859E0,2.970091105E-1,-1.196411345E-2,9.006584167E0,9.011487997E0
5.646749599E0,2.850449979E-1,-7.178467698E-3,8.980263710E0,8.984789284E0
5.649114286E0,2.703889608E-1,-2.392822644E-3,8.958727837E0,8.962807616E0
5.651479026E0,2.994019389E-1,0.000000000E0,8.958727837E0,8.963729468E0
5.653843765E0,2.922234535E-1,7.178467698E-3,8.951549530E0,8.956320956E0
5.656208453E0,2.584248483E-1,1.674975827E-2,8.961120605E0,8.964861765E0
5.658573193E0,2.826521695E-1,1.674975827E-2,8.965906143E0,8.970376011E0
5.660937880E0,2.874378264E-1,3.828516230E-2,8.961120605E0,8.965811105E0
5.663302620E0,2.922234535E-1,1.435693540E-2,8.951549530E0,8.956329586E0
5.665667307E0,2.922234535E-1,1.914258115E-2,8.953942299E0,8.958730026E0
5.668032047E0,2.922234535E-1,1.435693540E-2,8.975478172E0,8.980245492E0
5.670396734E0,2.826521695E-1,3.828516230E-2,8.987442017E0,8.991967082E0
5.672761474E0,2.751746178E-1,2.632104978E-2,8.977870941E0,8.982125612E0
5.675126161E0,2.850449979E-1,1.435693540E-2,8.944371223E0,8.948923586E0
5.677490901E0,3.041875660E-1,7.178467698E-3,8.925228119E0,8.930413125E0
5.679855640E0,2.946162820E-1,1.435693540E-2,8.961120605E0,8.965973867E0
5.682220328E0,2.850449979E-1,1.674975827E-2,8.999405861E0,9.003934532E0
5.684585068E0,2.775674164E-1,1.196411345E-2,9.006584167E0,9.010868170E0
5.686949755E0,2.898306549E-1,7.178467698E-3,8.975478172E0,8.980159339E0
5.689314495E0,2.826521695E-1,1.674975827E-2,8.941978455E0,8.946460277E0
5.691679182E0,2.850449979E-1,1.435693540E-2,8.922835350E0,8.927398695E0
5.694043922E0,2.874378264E-1,9.571290575E-3,8.922835350E0,8.927469003E0
5.696408609E0,2.826521695E-1,2.392822644E-3,8.889336586E0,8.893829485E0
5.698773349E0,2.656033039E-1,2.632104978E-2,8.910871506E0,8.914867857E0
5.701138088E0,2.608176768E-1,2.392822690E-2,8.927620888E0,8.931461982E0
5.703502776E0,2.440679073E-1,2.632104978E-2,8.961120605E0,8.964482386E0
5.705867515E0,2.344966233E-1,2.392822690E-2,8.999405861E0,9.002492270E0
5.708232203E0,2.416750938E-1,2.871387079E-2,9.016156197E0,9.019440332E0
5.710596943E0,2.727817893E-1,3.589234129E-2,9.035298347E0,9.039486401E0
5.712961630E0,2.775674164E-1,2.392822690E-2,9.042476654E0,9.046767393E0
5.715326370E0,2.727817893E-1,7.178467698E-3,9.075976372E0,9.080077562E0
5.717691109E0,2.536391914E-1,7.178467698E-3,9.075976372E0,9.079522646E0
5.720055797E0,2.560320199E-1,7.178467698E-3,9.066405296E0,9.070022543E0
5.722420484E0,2.656033039E-1,7.178467698E-3,9.061619759E0,9.065514287E0
5.724785224E0,2.632105052E-1,0.000000000E0,9.040083885E0,9.043914884E0
5.727149963E0,2.464607358E-1,4.785645287E-3,9.054440498E0,9.057795457E0
5.729514651E0,2.297109663E-1,2.392822690E-2,9.054440498E0,9.057385518E0
5.731879390E0,2.392822653E-1,0.000000000E0,9.054440498E0,9.057601710E0
5.734244078E0,2.464607358E-1,0.000000000E0,9.020941734E0,9.024307878E0
5.736608818E0,2.392822653E-1,0.000000000E0,8.985049248E0,8.988234865E0
5.738973505E0,2.464607358E-1,-7.178467698E-3,9.001798630E0,9.005174790E0
5.741338245E0,2.416750938E-1,4.785645287E-3,9.030512810E0,9.033747360E0
5.743702932E0,2.416750938E-1,-1.196411345E-2,9.066405296E0,9.069633674E0
5.746067672E0,2.416750938E-1,-1.674975827E-2,9.080761909E0,9.083992749E0
5.748432411E0,2.440679073E-1,-1.914258115E-2,9.080761909E0,9.084061451E0
5.750797099E0,2.536391914E-1,-7.178467698E-3,9.056833267E0,9.060387034E0
5.753161838E0,2.512463629E-1,-1.435693540E-2,9.030512810E0,9.034018622E0
5.755526526E0,2.416750938E-1,-9.571290575E-3,9.008976936E0,9.012223028E0
5.757891265E0,2.392822653E-1,0.000000000E0,8.939585686E0,8.942787498E0
5.760255953E0,2.368894368E-1,-1.196411345E-2,8.910871506E0,8.914027751E0
5.762620693E0,2.488535494E-1,2.392822644E-3,8.906085968E0,8.909562340E0
5.764985432E0,2.416750938E-1,1.435693540E-2,8.884550095E0,8.887848072E0
5.767350120E0,2.368894368E-1,1.435693540E-2,8.894122124E0,8.897287850E0
5.769714807E0,2.368894368E-1,7.178467698E-3,8.877371788E0,8.880534781E0
5.772079547E0,2.536391914E-1,2.392822690E-2,8.915657043E0,8.919296268E0
5.774444286E0,2.368894368E-1,1.435693540E-2,8.934800148E0,8.937951466E0
5.776808974E0,2.464607358E-1,1.435693540E-2,8.930013657E0,8.933425598E0
5.779173713E0,2.512463629E-1,3.349951655E-2,8.879764557E0,8.883381425E0
5.781538401E0,2.392822653E-1,3.349951655E-2,8.853444099E0,8.856740407E0
5.783903140E0,2.488535494E-1,2.871387079E-2,8.836693764E0,8.840243732E0
5.786267828E0,2.440679073E-1,1.914258115E-2,8.831908226E0,8.835300702E0
5.788632568E0,2.440679073E-1,1.674975827E-2,8.836693764E0,8.840079546E0
5.790997307E0,2.464607358E-1,1.435693540E-2,8.843872070E0,8.847317232E0
5.793361995E0,2.512463629E-1,1.914258115E-2,8.855836868E0,8.859420851E0
5.795726734E0,2.679961324E-1,3.349951655E-2,8.863015175E0,8.867129306E0
5.798091422E0,2.656033039E-1,3.349951655E-2,8.843872070E0,8.847922950E0
