"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.571382244E1,2.850449979E-1,4.785645287E-3,9.988240242E0,9.992307876E0
2.571618718E1,2.826521695E-1,9.571290575E-3,9.995418549E0,9.999418774E0
2.571855192E1,2.608176768E-1,0.000000000E0,9.954740524E0,9.958156695E0
2.572091666E1,2.775674164E-1,1.196411345E-2,9.926026344E0,9.929913685E0
2.572328135E1,2.751746178E-1,1.674975827E-2,9.926026344E0,9.929854008E0
2.572564609E1,2.656033039E-1,2.392822690E-2,9.916455269E0,9.920040462E0
2.572801083E1,2.703889608E-1,1.435693540E-2,9.914062500E0,9.917759402E0
2.573037557E1,2.679961324E-1,7.178467698E-3,9.911669731E0,9.915294767E0
2.573274030E1,2.775674164E-1,3.589234129E-2,9.873384476E0,9.877350502E0
2.573510504E1,2.799602449E-1,2.871387079E-2,9.878170013E0,9.882178153E0
2.573746978E1,2.679961324E-1,3.110669367E-2,9.904491425E0,9.908165316E0
2.573983452E1,2.703889608E-1,4.307080805E-2,9.949954987E0,9.953721390E0
2.574219926E1,2.656033039E-1,3.110669367E-2,9.971489906E0,9.975075122E0
2.574456400E1,2.826521695E-1,3.349951655E-2,9.933204651E0,9.937281776E0
2.574692874E1,2.703889608E-1,2.871387079E-2,9.937990189E0,9.941709293E0
2.574929348E1,2.608176768E-1,4.067798331E-2,9.969097137E0,9.972591353E0
2.575165822E1,2.536391914E-1,4.067798331E-2,9.978668213E0,9.981974095E0
2.575402291E1,2.536391914E-1,4.067798331E-2,9.957133293E0,9.960446323E0
2.575638765E1,2.679961324E-1,1.674975827E-2,9.933204651E0,9.936833355E0
2.575875239E1,2.703889608E-1,1.435693540E-2,9.921240807E0,9.924935035E0
2.576111713E1,2.703889608E-1,1.196411345E-2,9.916455269E0,9.920148105E0
2.576348187E1,2.560320199E-1,9.571290575E-3,9.911669731E0,9.914980629E0
2.576584661E1,2.608176768E-1,-2.392822644E-3,9.899705887E0,9.903141332E0
2.576821135E1,2.874378264E-1,-9.571290575E-3,9.890133858E0,9.894314521E0
2.577057609E1,2.727817893E-1,-1.196411345E-2,9.894919395E0,9.898685917E0
2.577294083E1,2.560320199E-1,4.785645287E-3,9.894919395E0,9.898232425E0
2.577530556E1,2.584248483E-1,-1.674975827E-2,9.916455269E0,9.919836141E0
2.577767030E1,2.392822653E-1,-1.435693540E-2,9.902098656E0,9.904999743E0
2.578003499E1,2.464607358E-1,-1.914258115E-2,9.878170013E0,9.881262680E0
2.578239973E1,2.536391914E-1,-2.632104978E-2,9.885348320E0,9.888636764E0
2.578476447E1,2.392822653E-1,-7.178467698E-3,9.897313118E0,9.900207800E0
2.578712921E1,2.560320199E-1,1.196411345E-2,9.911669731E0,9.914983227E0
2.578949395E1,2.632105052E-1,1.674975827E-2,9.916455269E0,9.919961967E0
2.579185869E1,2.850449979E-1,2.392822690E-2,9.921240807E0,9.925363588E0
2.579422343E1,2.922234535E-1,3.110669367E-2,9.949954987E0,9.954293868E0
2.579658817E1,2.679961324E-1,1.914258115E-2,9.957133293E0,9.960757591E0
2.579895291E1,2.656033039E-1,2.153540403E-2,9.964311600E0,9.967874124E0
2.580131765E1,2.946162820E-1,-4.785645287E-3,9.945169449E0,9.949533508E0
2.580368239E1,2.946162820E-1,-2.392822644E-3,9.928419113E0,9.932789667E0
2.580604713E1,2.898306549E-1,2.392822644E-3,9.940383911E0,9.944608581E0
2.580841187E1,2.799602449E-1,-2.392822644E-3,9.933204651E0,9.937149395E0
2.581077656E1,2.826521695E-1,2.153540403E-2,9.935597420E0,9.939640442E0
2.581314130E1,2.874378264E-1,4.785645287E-3,9.923633575E0,9.927796671E0
2.581550603E1,2.799602449E-1,1.435693540E-2,9.937990189E0,9.941943112E0
2.581787077E1,2.898306549E-1,7.178467698E-3,9.957133293E0,9.961353159E0
2.582023551E1,2.727817893E-1,2.153540403E-2,9.933204651E0,9.936972794E0
2.582260025E1,2.799602449E-1,2.153540403E-2,9.909276962E0,9.913254331E0
2.582496499E1,2.751746178E-1,3.349951655E-2,9.887741089E0,9.891626111E0
2.582732973E1,2.703889608E-1,1.674975827E-2,9.882955551E0,9.886667850E0
2.582969447E1,2.826521695E-1,4.785645287E-3,9.887741089E0,9.891781386E0
2.583205921E1,2.799602449E-1,7.178467698E-3,9.892526627E0,9.896489899E0
2.583442395E1,2.751746178E-1,2.153540403E-2,9.894919395E0,9.898768342E0
2.583678869E1,2.922234535E-1,3.589234129E-2,9.921240807E0,9.925608392E0
2.583915338E1,2.946162820E-1,4.067798331E-2,9.937990189E0,9.942439461E0
2.584151812E1,2.775674164E-1,2.632104978E-2,9.961918831E0,9.965819749E0
2.584388286E1,2.994019389E-1,7.178467698E-3,9.964311600E0,9.968811299E0
2.584624760E1,2.850449979E-1,2.871387079E-2,9.945169449E0,9.949294975E0
2.584861234E1,2.799602449E-1,2.871387079E-2,9.945169449E0,9.949150596E0
2.585097708E1,2.922234535E-1,3.828516230E-2,9.954740524E0,9.959102329E0
2.585334182E1,3.041875660E-1,5.503492057E-2,9.947562218E0,9.952364191E0
2.585570656E1,2.922234535E-1,3.589234129E-2,9.937990189E0,9.942350416E0
2.585807130E1,2.850449979E-1,1.674975827E-2,9.911669731E0,9.915781768E0
2.586043603E1,2.584248483E-1,2.392822690E-2,9.899705887E0,9.903107220E0
2.586280077E1,2.512463629E-1,1.914258115E-2,9.904491425E0,9.907696077E0
2.586516551E1,2.536391914E-1,2.392822690E-2,9.916455269E0,9.919727340E0
2.586753020E1,2.656033039E-1,3.349951655E-2,9.937990189E0,9.941595260E0
2.586989494E1,2.826521695E-1,5.024927482E-2,9.959526062E0,9.963662811E0
2.587225968E1,2.775674164E-1,5.264209956E-2,9.947562218E0,9.951573189E0
2.587462442E1,2.826521695E-1,4.546362907E-2,9.954740524E0,9.958856264E0
2.587698916E1,2.874378264E-1,3.828516230E-2,9.969097137E0,9.973313591E0
2.587935390E1,2.703889608E-1,3.589234129E-2,9.981060982E0,9.984787267E0
2.588171864E1,2.727817893E-1,2.871387079E-2,9.976275444E0,9.980045397E0
2.588408338E1,2.799602449E-1,2.632104978E-2,9.957133293E0,9.961103049E0
2.588644812E1,2.703889608E-1,3.828516230E-2,9.940383911E0,9.944134364E0
2.588881286E1,2.826521695E-1,3.589234129E-2,9.928419113E0,9.932506562E0
2.589117760E1,2.826521695E-1,2.632104978E-2,9.923633575E0,9.927693004E0
2.589354234E1,2.850449979E-1,3.349951655E-2,9.894919395E0,9.899080902E0
2.589590702E1,2.946162820E-1,2.871387079E-2,9.892526627E0,9.896954395E0
2.589827176E1,2.727817893E-1,2.871387079E-2,9.916455269E0,9.920247955E0
2.590063650E1,2.679961324E-1,3.110669367E-2,9.947562218E0,9.951220208E0
2.590300124E1,2.656033039E-1,2.392822690E-2,9.957133293E0,9.960703845E0
2.590536598E1,2.656033039E-1,2.871387079E-2,9.937990189E0,9.941580286E0
2.590773072E1,2.584248483E-1,1.435693540E-2,9.933204651E0,9.936576078E0
2.591009546E1,2.536391914E-1,1.196411345E-2,9.954740524E0,9.957978454E0
2.591246020E1,2.440679073E-1,2.392822690E-2,9.976275444E0,9.979289225E0
2.591482494E1,2.560320199E-1,4.785645287E-3,9.997811317E0,1.000109026E1
2.591718968E1,2.608176768E-1,3.110669367E-2,9.985847473E0,9.989301439E0
2.591955442E1,2.608176768E-1,2.632104978E-2,9.997811317E0,1.000124741E1
2.592191916E1,2.440679073E-1,1.914258115E-2,9.978668213E0,9.981670947E0
2.592428390E1,2.344966233E-1,9.571290575E-3,9.976275444E0,9.979035625E0
2.592664864E1,2.488535494E-1,1.196411345E-2,9.957133293E0,9.960249728E0
2.592901333E1,2.751746178E-1,-9.571290575E-3,9.909276962E0,9.913101563E0
2.593137806E1,2.826521695E-1,9.571290575E-3,9.894919395E0,9.898960233E0
2.593374280E1,2.727817893E-1,1.196411345E-2,9.902098656E0,9.905862448E0
2.593610755E1,2.392822653E-1,7.178467698E-3,9.918848038E0,9.921736437E0
2.593847228E1,2.440679073E-1,1.674975827E-2,9.923633575E0,9.926648631E0
2.594083702E1,2.225325108E-1,2.392822690E-2,9.911669731E0,9.914196394E0
2.594320176E1,2.249253243E-1,2.392822690E-2,9.906884193E0,9.909466100E0
2.594556650E1,2.344966233E-1,1.674975827E-2,9.923633575E0,9.926417912E0
2.594793124E1,2.344966233E-1,1.196411345E-2,9.969097137E0,9.971861889E0
2.595029598E1,2.512463629E-1,7.178467698E-3,9.981060982E0,9.984225287E0
2.595266072E1,2.416750938E-1,2.392822690E-2,9.978668213E0,9.981623050E0
2.595502541E1,2.488535494E-1,2.392822690E-2,9.966704369E0,9.969839348E0
2.595739015E1,2.488535494E-1,2.392822690E-2,9.969097137E0,9.972231364E0
2.595975489E1,2.416750938E-1,1.674975827E-2,9.973882675E0,9.976824296E0
2.596211963E1,2.201396823E-1,3.110669367E-2,9.952347755E0,9.954830734E0
2.596448437E1,2.440679073E-1,1.196411345E-2,9.926026344E0,9.929033753E0
2.596684911E1,2.297109663E-1,2.153540403E-2,9.902098656E0,9.904786151E0
2.596921385E1,2.344966233E-1,1.435693540E-2,9.882955551E0,9.885747580E0
2.597157859E1,2.368894368E-1,1.914258115E-2,9.890133858E0,9.892988970E0
2.597394333E1,2.392822653E-1,2.392822690E-2,9.909276962E0,9.912194433E0
2.597630806E1,2.321037948E-1,4.785645287E-3,9.899705887E0,9.902427567E0
2.597867281E1,2.153540403E-1,-2.392822644E-3,9.916455269E0,9.918793686E0
2.598103755E1,2.321037948E-1,1.435693540E-2,9.926026344E0,9.928750036E0
2.598340223E1,2.153540403E-1,3.589234129E-2,9.928419113E0,9.930819287E0
2.598576697E1,2.033899277E-1,2.632104978E-2,9.935597420E0,9.937713839E0
2.598813171E1,2.344966233E-1,2.153540403E-2,9.942776680E0,9.945564868E0
2.599049645E1,2.368894368E-1,1.435693540E-2,9.923633575E0,9.926470977E0
2.599286119E1,2.440679073E-1,7.178467698E-3,9.928419113E0,9.931421185E0
2.599522593E1,2.464607358E-1,7.178467698E-3,9.937990189E0,9.941048406E0
2.599759067E1,2.321037948E-1,1.435693540E-2,9.926026344E0,9.928750036E0
2.599995541E1,2.416750938E-1,3.589234129E-2,9.880562782E0,9.883583156E0
2.600232015E1,2.416750938E-1,2.392822690E-2,9.863813400E0,9.866802633E0
2.600468489E1,2.679961324E-1,3.110669367E-2,9.861420631E0,9.865110563E0
2.600704963E1,2.703889608E-1,3.589234129E-2,9.873384476E0,9.877151384E0
2.600941432E1,2.703889608E-1,2.153540403E-2,9.897313118E0,9.901029286E0
2.601177911E1,2.632105052E-1,1.674975827E-2,9.899705887E0,9.903218516E0
2.601414380E1,2.584248483E-1,2.392822690E-2,9.902098656E0,9.905499167E0
2.601650853E1,2.656033039E-1,2.632104978E-2,9.911669731E0,9.915262718E0
2.601887327E1,2.656033039E-1,2.392822644E-3,9.935597420E0,9.939147193E0
2.602123801E1,2.656033039E-1,1.196411345E-2,9.935597420E0,9.939154106E0
2.602360275E1,2.679961324E-1,1.435693540E-2,9.921240807E0,9.924870135E0
2.602596749E1,2.751746178E-1,2.392822644E-3,9.921240807E0,9.925056470E0
2.602833223E1,2.560320199E-1,1.435693540E-2,9.937990189E0,9.941298079E0
2.603069697E1,2.608176768E-1,2.632104978E-2,9.957133293E0,9.960583420E0
2.603306171E1,2.608176768E-1,3.349951655E-2,9.926026344E0,9.929508904E0
2.603542645E1,2.679961324E-1,3.110669367E-2,9.921240807E0,9.924908498E0
2.603779114E1,2.512463629E-1,3.349951655E-2,9.904491425E0,9.907734218E0
2.604015588E1,2.775674164E-1,3.349951655E-2,9.923633575E0,9.927571165E0
2.604252062E1,2.850449979E-1,2.392822690E-2,9.940383911E0,9.944498756E0
2.604488536E1,2.775674164E-1,9.571290575E-3,9.935597420E0,9.939478425E0
2.604725010E1,2.874378264E-1,7.178467698E-3,9.916455269E0,9.920622820E0
2.604961484E1,2.850449979E-1,1.914258115E-2,9.914062500E0,9.918177874E0
2.605197958E1,2.850449979E-1,2.632104978E-2,9.921240807E0,9.925369645E0
2.605434432E1,3.113660514E-1,3.589234129E-2,9.930811882E0,9.935756726E0
2.605670906E1,3.185445070E-1,2.392822690E-2,9.935597420E0,9.940731324E0
2.605907380E1,2.850449979E-1,1.435693540E-2,9.923633575E0,9.927736908E0
2.606143853E1,3.089732230E-1,9.571290575E-3,9.923633575E0,9.928446978E0
2.606380327E1,3.017947674E-1,2.153540403E-2,9.926026344E0,9.930636578E0
2.606616796E1,2.874378264E-1,1.674975827E-2,9.923633575E0,9.927809648E0
2.606853270E1,2.874378264E-1,-4.785645287E-3,9.921240807E0,9.925404906E0
2.607089744E1,2.874378264E-1,-1.435693540E-2,9.918848038E0,9.923022373E0
2.607326218E1,2.850449979E-1,1.435693540E-2,9.921240807E0,9.925345128E0
2.607562692E1,3.185445070E-1,4.785645287E-3,9.930811882E0,9.935920599E0
2.607799166E1,3.424727321E-1,1.196411345E-2,9.947562218E0,9.953462955E0
2.608035640E1,3.544368446E-1,4.785645287E-3,9.952347755E0,9.958658254E0
2.608272114E1,3.329014480E-1,9.571290575E-3,9.966704369E0,9.972267092E0
2.608508588E1,3.305086195E-1,9.571290575E-3,9.990633011E0,9.996103016E0
2.608745062E1,3.400799036E-1,9.571290575E-3,9.988240242E0,9.994032674E0
2.608981536E1,3.209373355E-1,-7.178467698E-3,9.954740524E0,9.959915221E0
2.609218010E1,3.113660514E-1,-7.178467698E-3,9.937990189E0,9.942869271E0
2.609454484E1,3.089732230E-1,2.153540403E-2,9.923633575E0,9.928465721E0
2.609690952E1,3.305086195E-1,2.632104978E-2,9.945169449E0,9.950694655E0
2.609927426E1,3.209373355E-1,-4.785645287E-3,9.957133293E0,9.962305310E0
2.610163900E1,3.065803945E-1,0.000000000E0,9.942776680E0,9.947502181E0
2.610400374E1,2.970091105E-1,-1.435693540E-2,9.940383911E0,9.944830458E0
2.610636848E1,3.017947674E-1,-7.178467698E-3,9.940383911E0,9.944966763E0
2.610873322E1,2.799602449E-1,-7.178467698E-3,9.966704369E0,9.970638156E0
2.611109796E1,2.922234535E-1,9.571290575E-3,9.973882675E0,9.978167255E0
2.611346270E1,2.922234535E-1,7.178467698E-3,9.945169449E0,9.949464380E0
2.611582744E1,3.113660514E-1,1.674975827E-2,9.930811882E0,9.935706015E0
2.611819218E1,3.376871049E-1,1.435693540E-2,9.933204651E0,9.938953332E0
2.612055692E1,3.185445070E-1,1.435693540E-2,9.964311600E0,9.969412339E0
2.612292161E1,3.065803945E-1,1.435693540E-2,9.983454704E0,9.988171279E0
2.612528635E1,3.065803945E-1,3.110669367E-2,9.976275444E0,9.981033559E0
2.612765109E1,2.703889608E-1,9.571290575E-3,9.947562218E0,9.951240921E0
2.613001583E1,2.679961324E-1,7.178467698E-3,9.928419113E0,9.932038036E0
2.613238057E1,2.703889608E-1,1.914258115E-2,9.926026344E0,9.929726865E0
2.613474531E1,2.656033039E-1,2.632104978E-2,9.923633575E0,9.927222232E0
2.613711004E1,2.727817893E-1,3.828516230E-2,9.918848038E0,9.922672123E0
2.613947478E1,2.512463629E-1,2.392822690E-2,9.937990189E0,9.941194409E0
2.614183952E1,2.584248483E-1,1.435693540E-2,9.971489906E0,9.974848394E0
2.614420426E1,2.536391914E-1,9.571290575E-3,9.981060982E0,9.984287795E0
2.614656900E1,2.536391914E-1,1.674975827E-2,9.945169449E0,9.948417400E0
2.614893374E1,2.656033039E-1,1.674975827E-2,9.882955551E0,9.886538125E0
2.615129843E1,2.656033039E-1,4.067798331E-2,9.878170013E0,9.881823851E0
2.615366317E1,2.488535494E-1,3.110669367E-2,9.906884193E0,9.910058029E0
2.615602791E1,2.297109663E-1,1.914258115E-2,9.971489906E0,9.974153825E0
2.615839265E1,2.344966233E-1,1.674975827E-2,9.990633011E0,9.993398680E0
2.616075739E1,2.440679073E-1,2.871387079E-2,9.969097137E0,9.972125720E0
2.616312213E1,2.464607358E-1,2.871387079E-2,9.923633575E0,9.926735149E0
2.616548687E1,2.512463629E-1,4.546362907E-2,9.933204651E0,9.936485612E0
2.616785161E1,2.368894368E-1,4.785645381E-2,9.990633011E0,9.993555664E0
2.617021635E1,2.321037948E-1,1.674975827E-2,9.997811317E0,1.000051918E1
2.617258109E1,2.201396823E-1,1.435693540E-2,9.935597420E0,9.938046271E0
2.617494583E1,2.225325108E-1,0.000000000E0,9.861420631E0,9.863931143E0
2.617731051E1,1.938186288E-1,9.571290575E-3,9.847063065E0,9.848974986E0
2.617967530E1,1.651047617E-1,2.632104978E-2,9.914062500E0,9.915472134E0
2.618203999E1,1.962114573E-1,5.503492057E-2,9.954740524E0,9.956826135E0
2.618440473E1,2.177468538E-1,5.503492057E-2,9.935597420E0,9.938135571E0
2.618676947E1,2.416750938E-1,5.264209956E-2,9.873384476E0,9.876482119E0
2.618913421E1,2.608176768E-1,5.742774159E-2,9.887741089E0,9.891347110E0
2.619149895E1,2.464607358E-1,5.264209956E-2,1.000259686E1,1.000577123E1
2.619386369E1,2.129612118E-1,3.349951655E-2,1.007677460E1,1.007908036E1
2.619622843E1,2.081755698E-1,4.785645287E-3,1.001695347E1,1.001911756E1
2.619859317E1,2.153540403E-1,9.571290575E-3,9.894919395E0,9.897267240E0
2.620095791E1,1.962114573E-1,1.435693540E-2,9.808479309E0,9.810452151E0
2.620332265E1,1.866401732E-1,1.914258115E-2,9.902098656E0,9.903875947E0
2.620568739E1,1.890329868E-1,2.153540403E-2,9.997811317E0,9.999621412E0
2.620805208E1,2.033899277E-1,1.196411345E-2,9.957133293E0,9.959217541E0
2.621041682E1,2.440679073E-1,2.871387079E-2,9.851848602E0,9.854913217E0
2.621278156E1,2.416750938E-1,3.828516230E-2,9.825528145E0,9.828574461E0
2.621514630E1,2.273181528E-1,3.110669367E-2,9.923633575E0,9.926285534E0
2.621751103E1,1.986042857E-1,6.460621208E-2,1.002173901E1,1.002391492E1
2.621987577E1,1.962114573E-1,4.785645381E-2,9.981060982E0,9.983104101E0
2.622224051E1,2.033899277E-1,2.871387079E-2,9.892526627E0,9.894658913E0
2.622460525E1,2.177468538E-1,1.914258115E-2,9.847063065E0,9.849488877E0
2.622696999E1,2.057827413E-1,2.153540403E-2,9.921240807E0,9.923398080E0
2.622933473E1,1.986042857E-1,2.153540403E-2,1.000020409E1,1.000219922E1
2.623169947E1,2.129612118E-1,4.067798331E-2,9.976275444E0,9.978631114E0
2.623406421E1,2.464607358E-1,3.828516230E-2,9.892526627E0,9.895670352E0
2.623642890E1,2.632105052E-1,3.828516230E-2,9.851848602E0,9.855438418E0
2.623879364E1,2.416750938E-1,5.024927482E-2,9.885348320E0,9.888429767E0
2.624115838E1,1.986042857E-1,3.828516230E-2,9.964311600E0,9.966364185E0
2.624352312E1,1.866401732E-1,3.828516230E-2,9.969097137E0,9.970917613E0
2.624588786E1,2.297109663E-1,2.632104978E-2,9.904491425E0,9.907189829E0
2.624825260E1,2.392822653E-1,1.674975827E-2,9.854242325E0,9.857161273E0
2.625061734E1,2.416750938E-1,2.632104978E-2,9.866206169E0,9.869200769E0
2.625298208E1,2.799602449E-1,4.785645381E-2,9.904491425E0,9.908562881E0
2.625534682E1,2.775674164E-1,3.589234129E-2,9.921240807E0,9.925187710E0
2.625771156E1,2.799602449E-1,2.871387079E-2,9.911669731E0,9.915664329E0
2.626007630E1,2.799602449E-1,2.632104978E-2,9.894919395E0,9.898914101E0
2.626244103E1,2.727817893E-1,1.196411345E-2,9.861420631E0,9.865199943E0
2.626480577E1,2.632105052E-1,9.571290575E-3,9.878170013E0,9.881680737E0
2.626717046E1,2.368894368E-1,7.178467698E-3,9.933204651E0,9.936031540E0
2.626953520E1,2.321037948E-1,2.392822690E-2,9.964311600E0,9.967043212E0
2.627189994E1,2.656033039E-1,2.871387079E-2,9.911669731E0,9.915269359E0
2.627426468E1,2.922234535E-1,1.674975827E-2,9.856635094E0,9.860980198E0
2.627662942E1,3.257229924E-1,9.571290575E-3,9.859027863E0,9.864411664E0
2.627899416E1,3.065803945E-1,2.153540403E-2,9.899705887E0,9.904475350E0
2.628135890E1,2.751746178E-1,1.914258115E-2,9.954740524E0,9.958561463E0
2.628372364E1,2.608176768E-1,1.914258115E-2,9.909276962E0,9.912727284E0
2.628608838E1,2.994019389E-1,3.349951655E-2,9.880562782E0,9.885154760E0
2.628845312E1,2.850449979E-1,2.632104978E-2,9.887741089E0,9.891883910E0
2.629081786E1,2.922234535E-1,3.828516230E-2,9.973882675E0,9.978236113E0
2.629318260E1,3.257229924E-1,1.914258115E-2,1.002891827E1,1.003422461E1
2.629554728E1,3.664009571E-1,2.871387079E-2,1.000738239E1,1.001412884E1
2.629791202E1,3.568296731E-1,9.571290575E-3,1.000977516E1,1.001613787E1
2.630027676E1,3.257229924E-1,-4.785645287E-3,1.003609657E1,1.004138202E1
2.630264150E1,3.257229924E-1,-7.178467698E-3,1.008156013E1,1.008682317E1
2.630500624E1,3.089732230E-1,-1.674975827E-2,1.006002426E1,1.006478182E1
2.630737098E1,3.089732230E-1,-7.178467698E-3,9.942776680E0,9.947578805E0
2.630973572E1,3.448655605E-1,-2.153540403E-2,9.815657616E0,9.821737650E0
2.631210046E1,3.520440459E-1,-2.871387079E-2,9.789336205E0,9.795706346E0
2.631446520E1,3.065803945E-1,-4.785645381E-2,9.849455833E0,9.854342291E0
2.631682994E1,2.898306549E-1,-6.221338734E-2,9.849455833E0,9.853915594E0
2.631919468E1,3.424727321E-1,-5.982056633E-2,9.830313683E0,9.836459382E0
2.632155937E1,3.257229924E-1,-5.742774159E-2,9.818050385E0,9.823619840E0
2.632392411E1,3.544368446E-1,-3.110669367E-2,9.813264847E0,9.819712830E0
2.632628885E1,3.161516786E-1,4.785645287E-3,9.861420631E0,9.866488314E0
2.632865359E1,2.608176768E-1,2.632104978E-2,9.916455269E0,9.919919544E0
2.633101833E1,3.017947674E-1,4.067798331E-2,9.971489906E0,9.976138819E0
2.633338307E1,2.970091105E-1,2.632104978E-2,1.004088211E1,1.004530840E1
2.633574780E1,3.233301640E-1,7.178467698E-3,1.012702370E1,1.013218648E1
2.633811254E1,3.544368446E-1,-2.392822644E-3,1.019641590E1,1.020257460E1
2.634047728E1,3.281157911E-1,-2.153540403E-2,1.014616585E1,1.015149276E1
2.634284202E1,3.329014480E-1,7.178467698E-3,1.002652550E1,1.003205305E1
2.634520676E1,3.305086195E-1,3.589234129E-2,9.899705887E0,9.905286510E0
2.634757150E1,3.065803945E-1,5.024927482E-2,9.899705887E0,9.904579404E0
2.634993619E1,2.512463629E-1,4.067798331E-2,9.961918831E0,9.965169654E0
2.635230098E1,2.321037948E-1,1.674975827E-2,9.997811317E0,1.000051918E1
2.635466567E1,2.368894368E-1,7.178467698E-3,9.945169449E0,9.947992938E0
2.635703041E1,2.297109663E-1,0.000000000E0,9.837491989E0,9.840173564E0
2.635939515E1,2.656033039E-1,4.785645287E-3,9.810872078E0,9.814467838E0
2.636175989E1,2.321037948E-1,2.153540403E-2,9.818050385E0,9.820817140E0
2.636412463E1,2.368894368E-1,4.307080805E-2,9.844670296E0,9.847614175E0
2.636648937E1,2.727817893E-1,3.110669367E-2,9.835099220E0,9.838930542E0
2.636885411E1,2.536391914E-1,2.871387079E-2,9.847063065E0,9.850370974E0
2.637121885E1,2.751746178E-1,3.349951655E-2,9.914062500E0,9.917937212E0
2.637358359E1,2.560320199E-1,2.632104978E-2,1.000020409E1,1.000351573E1
2.637594833E1,2.799602449E-1,3.589234129E-2,1.002413273E1,1.002810565E1
2.637831301E1,3.161516786E-1,6.699903309E-2,1.000020409E1,1.000542465E1
2.638067775E1,2.946162820E-1,7.178468257E-2,1.001456070E1,1.001915055E1
2.638304249E1,2.970091105E-1,8.374879509E-2,1.008634567E1,1.009106522E1
2.638540723E1,2.703889608E-1,8.853443712E-2,1.010788059E1,1.011188403E1
2.638777197E1,2.850449979E-1,7.417750359E-2,1.005284595E1,1.005715987E1
2.639013671E1,2.850449979E-1,5.982056633E-2,9.976275444E0,9.980526083E0
2.639250145E1,2.679961324E-1,2.632104978E-2,9.906884193E0,9.910543333E0
2.639486619E1,2.440679073E-1,2.632104978E-2,9.894919395E0,9.897964022E0
2.639723093E1,2.368894368E-1,2.392822690E-2,9.904491425E0,9.907352802E0
2.639959567E1,2.297109663E-1,2.632104978E-2,9.851848602E0,9.854561421E0
2.640196041E1,2.321037948E-1,3.589234129E-2,9.767801285E0,9.770624462E0
2.640432515E1,2.249253243E-1,4.307080805E-2,9.731908798E0,9.734602989E0
2.640668989E1,2.153540403E-1,4.307080805E-2,9.789336205E0,9.791799415E0
2.640905458E1,2.081755698E-1,4.067798331E-2,9.949954987E0,9.952215633E0
2.641141932E1,1.794617027E-1,1.674975827E-2,1.005763149E1,1.005924641E1
2.641378406E1,2.225325108E-1,2.153540403E-2,1.005763149E1,1.006011609E1
2.641614880E1,2.440679073E-1,-1.196411345E-2,9.997811317E0,1.000079714E1
2.641851353E1,2.273181528E-1,1.674975827E-2,1.001934624E1,1.002193859E1
2.642087827E1,2.081755698E-1,1.674975827E-2,1.006480980E1,1.006697640E1
2.642324301E1,1.962114573E-1,2.632104978E-2,1.009113121E1,1.009307291E1
2.642560775E1,2.225325108E-1,3.589234129E-2,1.001456070E1,1.001709713E1
2.642797249E1,2.560320199E-1,4.067798331E-2,9.909276962E0,9.912667502E0
2.643033723E1,2.440679073E-1,4.067798331E-2,9.873384476E0,9.876484438E0
2.643270197E1,2.440679073E-1,6.221338734E-2,9.878170013E0,9.881380595E0
2.643506671E1,2.536391914E-1,6.221338734E-2,9.878170013E0,9.881621636E0
2.643743140E1,2.297109663E-1,4.546362907E-2,9.835099220E0,9.837886498E0
2.643979614E1,2.153540403E-1,2.871387079E-2,9.796515465E0,9.798924283E0
2.644216088E1,2.153540403E-1,2.153540403E-2,9.794121742E0,9.796512739E0
2.644452562E1,1.938186288E-1,-1.435693540E-2,9.856635094E0,9.858550966E0
2.644689036E1,2.225325108E-1,0.000000000E0,9.937990189E0,9.940481362E0
2.644925510E1,2.321037948E-1,7.178467698E-3,9.954740524E0,9.957448599E0
2.645161984E1,2.608176768E-1,2.392822644E-3,9.988240242E0,9.991645246E0
2.645398458E1,2.632105052E-1,-2.632104978E-2,1.000498962E1,1.000848590E1
2.645634932E1,2.703889608E-1,-4.785645287E-3,1.001695347E1,1.002060327E1
2.645871406E1,2.751746178E-1,0.000000000E0,1.002891827E1,1.003269269E1
2.646107880E1,2.488535494E-1,4.785645287E-3,1.006241703E1,1.006549490E1
2.646344353E1,2.703889608E-1,4.785645287E-3,1.006241703E1,1.006605035E1
2.646580822E1,2.560320199E-1,1.674975827E-2,9.981060982E0,9.984358330E0
2.646817296E1,2.874378264E-1,2.392822644E-3,9.868598938E0,9.872784371E0
2.647053770E1,3.113660514E-1,1.196411345E-2,9.801301003E0,9.806252765E0
2.647290244E1,2.994019389E-1,1.914258115E-2,9.823135376E0,9.827715735E0
2.647526718E1,3.065803945E-1,1.914258115E-2,9.909276962E0,9.914036912E0
2.647763192E1,2.632105052E-1,-1.196411345E-2,9.892526627E0,9.896034861E0
2.647999666E1,2.775674164E-1,-1.196411345E-2,9.830313683E0,9.834238858E0
2.648236140E1,2.464607358E-1,-4.785645287E-3,9.755837440E0,9.758951274E0
2.648472614E1,2.679961324E-1,9.571290575E-3,9.777372360E0,9.781049218E0
2.648709088E1,3.017947674E-1,2.153540403E-2,9.902098656E0,9.906720024E0
2.648945556E1,2.584248483E-1,1.674975827E-2,9.957133293E0,9.960500358E0
2.649182036E1,3.209373355E-1,7.178467698E-3,9.973882675E0,9.979047446E0
